taxid,contig_count,total_bp,Name,Rank,FullLineage,FullLineageTaxIDs,FullLineageRanks
2778065.0,1,4518831,Aeromonas sp. FDAARGOS 1416,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;unclassified Aeromonas;Aeromonas sp. FDAARGOS 1416,131567;2;1224;1236;135624;84642;642;257493;2778065,no rank;superkingdom;phylum;class;order;family;genus;no rank;species
2778059.0,2,4510294,Aeromonas sp. FDAARGOS 1410,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;unclassified Aeromonas;Aeromonas sp. FDAARGOS 1410,131567;2;1224;1236;135624;84642;642;257493;2778059,no rank;superkingdom;phylum;class;order;family;genus;no rank;species
398694.0,1,4504020,Mycobacterium shinjukuense,species,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium shinjukuense,131567;2;1783272;201174;1760;85007;1762;1763;398694,no rank;superkingdom;clade;phylum;class;order;family;genus;species
2778063.0,1,4493834,Aeromonas sp. FDAARGOS 1414,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;unclassified Aeromonas;Aeromonas sp. FDAARGOS 1414,131567;2;1224;1236;135624;84642;642;257493;2778063,no rank;superkingdom;phylum;class;order;family;genus;no rank;species
2492438.0,1,4458926,Mycobacterium novum,species,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium novum,131567;2;1783272;201174;1760;85007;1762;1763;2492438,no rank;superkingdom;clade;phylum;class;order;family;genus;species
2778067.0,1,4454045,Aeromonas sp. FDAARGOS 1418,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;unclassified Aeromonas;Aeromonas sp. FDAARGOS 1418,131567;2;1224;1236;135624;84642;642;257493;2778067,no rank;superkingdom;phylum;class;order;family;genus;no rank;species
315405.0,2,4449209,Streptococcus gallolyticus,species,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus gallolyticus,131567;2;1783272;1239;91061;186826;1300;1301;315405,no rank;superkingdom;clade;phylum;class;order;family;genus;species
29489.0,1,4416959,Aeromonas enteropelogenes,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;Aeromonas enteropelogenes,131567;2;1224;1236;135624;84642;642;29489,no rank;superkingdom;phylum;class;order;family;genus;species
74829.0,1,4411233,Stutzerimonas balearica,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Stutzerimonas;Stutzerimonas stutzeri group;Stutzerimonas balearica,131567;2;1224;1236;72274;135621;2901164;136846;74829,no rank;superkingdom;phylum;class;order;family;genus;species group;species
2968969.0,1,4394686,Stutzerimonas frequens,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Stutzerimonas;Stutzerimonas stutzeri group;Stutzerimonas frequens,131567;2;1224;1236;72274;135621;2901164;136846;2968969,no rank;superkingdom;phylum;class;order;family;genus;species group;species
2778058.0,1,4377952,Aeromonas sp. FDAARGOS 1409,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;unclassified Aeromonas;Aeromonas sp. FDAARGOS 1409,131567;2;1224;1236;135624;84642;642;257493;2778058,no rank;superkingdom;phylum;class;order;family;genus;no rank;species
2778064.0,2,4346429,Aeromonas sp. FDAARGOS 1415,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;unclassified Aeromonas;Aeromonas sp. FDAARGOS 1415,131567;2;1224;1236;135624;84642;642;257493;2778064,no rank;superkingdom;phylum;class;order;family;genus;no rank;species
1324352.0,2,4338935,Chryseobacterium gallinarum,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium group;Chryseobacterium;Chryseobacterium gallinarum,131567;2;1783270;68336;976;117743;200644;2762318;2782232;59732;1324352,no rank;superkingdom;clade;clade;phylum;class;order;family;no rank;genus;species
69966.0,3,4337686,Macrococcoides caseolyticum,species,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Macrococcoides;Macrococcoides caseolyticum,131567;2;1783272;1239;91061;1385;90964;3076173;69966,no rank;superkingdom;clade;phylum;class;order;family;genus;species
84962.0,4,4335050,Mycobacterium botniense,species,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium botniense,131567;2;1783272;201174;1760;85007;1762;1763;84962,no rank;superkingdom;clade;phylum;class;order;family;genus;species
763034.0,97,4330716,Bacteroides fluxus YIT 12057,strain,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fluxus;Bacteroides fluxus YIT 12057,131567;2;1783270;68336;976;200643;171549;815;816;626930;763034,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species;strain
2051.0,2,4317346,Mobiluncus curtisii,species,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Mobiluncus;Mobiluncus curtisii,131567;2;1783272;201174;1760;2037;2049;2050;2051,no rank;superkingdom;clade;phylum;class;order;family;genus;species
2434.0,3,4308791,Roseobacter denitrificans,species,cellular organisms;Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Roseobacter;Roseobacter denitrificans,131567;2;1224;28211;204455;2854170;2433;2434,no rank;superkingdom;phylum;class;order;family;genus;species
2420303.0,8,4282746,Acinetobacter sp. FDAARGOS_558,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;unclassified Acinetobacter;Acinetobacter sp. FDAARGOS_558,131567;2;1224;1236;2887326;468;469;196816;2420303,no rank;superkingdom;phylum;class;order;family;genus;no rank;species
1328.0,2,4265455,Streptococcus anginosus,species,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus anginosus group;Streptococcus anginosus,131567;2;1783272;1239;91061;186826;1300;1301;671232;1328,no rank;superkingdom;clade;phylum;class;order;family;genus;species group;species
1202450.0,1,4235765,Mycobacterium haemophilum DSM 44634,strain,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium haemophilum;Mycobacterium haemophilum DSM 44634,131567;2;1783272;201174;1760;85007;1762;1763;29311;1202450,no rank;superkingdom;clade;phylum;class;order;family;genus;species;strain
1462571.0,212,4220680,Bacteroides gallinaceum,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides gallinaceum,131567;2;1783270;68336;976;200643;171549;815;816;1462571,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
33968.0,8,4210082,Leuconostoc pseudomesenteroides,species,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;Leuconostoc pseudomesenteroides,131567;2;1783272;1239;91061;186826;33958;1243;33968,no rank;superkingdom;clade;phylum;class;order;family;genus;species
1313.0,4,4177067,Streptococcus pneumoniae,species,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus pneumoniae,131567;2;1783272;1239;91061;186826;1300;1301;1313,no rank;superkingdom;clade;phylum;class;order;family;genus;species
2420305.0,3,4166595,Acinetobacter sp. FDAARGOS_560,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;unclassified Acinetobacter;Acinetobacter sp. FDAARGOS_560,131567;2;1224;1236;2887326;468;469;196816;2420305,no rank;superkingdom;phylum;class;order;family;genus;no rank;species
2479840.0,23,4160700,Prevotella marseillensis,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella marseillensis,131567;2;1783270;68336;976;200643;171549;171552;838;2479840,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
568706.0,4,4136096,Bordetella pertussis 18323,strain,cellular organisms;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis;Bordetella pertussis 18323,131567;2;1224;28216;80840;506;517;520;568706,no rank;superkingdom;phylum;class;order;family;genus;species;strain
1876769.0,8,4127634,Acinetobacter sp. FDAARGOS_131,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter calcoaceticus/baumannii complex;unclassified Acinetobacter calcoaceticus/baumannii complex;Acinetobacter sp. FDAARGOS_131,131567;2;1224;1236;2887326;468;469;909768;2881046;1876769,no rank;superkingdom;phylum;class;order;family;genus;species group;no rank;species
2420302.0,6,4126262,Acinetobacter sp. FDAARGOS_495,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;unclassified Acinetobacter;Acinetobacter sp. FDAARGOS_495,131567;2;1224;1236;2887326;468;469;196816;2420302,no rank;superkingdom;phylum;class;order;family;genus;no rank;species
1297750.0,38,4118748,Bacteroides luti,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides luti,131567;2;1783270;68336;976;200643;171549;815;816;1297750,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
387090.0,1,4113613,Phocaeicola coprophilus,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola coprophilus,131567;2;1783270;68336;976;200643;171549;815;909656;387090,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
2518605.0,146,4105402,Segatella hominis,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella;Segatella hominis,131567;2;1783270;68336;976;200643;171549;171552;2974251;2518605,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
2420312.0,4,4081028,Acinetobacter sp. FDAARGOS_541,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;unclassified Acinetobacter;Acinetobacter sp. FDAARGOS_541,131567;2;1224;1236;2887326;468;469;196816;2420312,no rank;superkingdom;phylum;class;order;family;genus;no rank;species
1197728.0,102,4080115,Prevotella conceptionensis 9403948,strain,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella conceptionensis;Prevotella conceptionensis 9403948,131567;2;1783270;68336;976;200643;171549;171552;838;340486;1197728,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species;strain
1069220.0,129,4078902,Mycolicibacillus koreensis,species,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacillus;Mycolicibacillus koreensis,131567;2;1783272;201174;1760;85007;1762;2126281;1069220,no rank;superkingdom;clade;phylum;class;order;family;genus;species
1841856.0,18,4075696,Bacteroides mediterraneensis,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides mediterraneensis,131567;2;1783270;68336;976;200643;171549;815;816;1841856,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
1852362.0,6,4063701,Bacteroides ihuae,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ihuae,131567;2;1783270;68336;976;200643;171549;815;816;1852362,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
1423.0,1,4045619,Bacillus subtilis,species,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus subtilis group;Bacillus subtilis,131567;2;1783272;1239;91061;1385;186817;1386;653685;1423,no rank;superkingdom;clade;phylum;class;order;family;genus;species group;species
2968968.0,1,4042123,Stutzerimonas degradans,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Stutzerimonas;Stutzerimonas stutzeri group;Stutzerimonas degradans,131567;2;1224;1236;72274;135621;2901164;136846;2968968,no rank;superkingdom;phylum;class;order;family;genus;species group;species
2420300.0,4,4021456,Acinetobacter sp. FDAARGOS_493,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;unclassified Acinetobacter;Acinetobacter sp. FDAARGOS_493,131567;2;1224;1236;2887326;468;469;196816;2420300,no rank;superkingdom;phylum;class;order;family;genus;no rank;species
1530123.0,1,3999049,Acinetobacter seifertii,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter calcoaceticus/baumannii complex;Acinetobacter seifertii,131567;2;1224;1236;2887326;468;469;909768;1530123,no rank;superkingdom;phylum;class;order;family;genus;species group;species
693979.0,1,3998906,Bacteroides helcogenes P 36-108,strain,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides helcogenes;Bacteroides helcogenes P 36-108,131567;2;1783270;68336;976;200643;171549;815;816;290053;693979,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species;strain
673.0,2,3998439,Grimontia hollisae,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Grimontia;Grimontia hollisae,131567;2;1224;1236;135623;641;246861;673,no rank;superkingdom;phylum;class;order;family;genus;species
126385.0,1,3990106,Providencia alcalifaciens,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia;Providencia alcalifaciens,131567;2;1224;1236;91347;1903414;586;126385,no rank;superkingdom;phylum;class;order;family;genus;species
1917883.0,23,3977103,Bacteroides togonis,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides togonis,131567;2;1783270;68336;976;200643;171549;815;816;1917883,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
1907658.0,14,3974623,Bacteroides ilei,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ilei,131567;2;1783270;68336;976;200643;171549;815;816;1907658,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
2420301.0,2,3953244,Acinetobacter sp. FDAARGOS_494,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;unclassified Acinetobacter;Acinetobacter sp. FDAARGOS_494,131567;2;1224;1236;2887326;468;469;196816;2420301,no rank;superkingdom;phylum;class;order;family;genus;no rank;species
2778082.0,2,3922638,Rhodanobacter sp. FDAARGOS 1247,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Rhodanobacter;unclassified Rhodanobacter;Rhodanobacter sp. FDAARGOS 1247,131567;2;1224;1236;135614;1775411;75309;2621553;2778082,no rank;superkingdom;phylum;class;order;family;genus;no rank;species
2606637.0,108,3920788,Hallella mizrahii,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hallella;Hallella mizrahii,131567;2;1783270;68336;976;200643;171549;171552;52228;2606637,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
471.0,1,3915231,Acinetobacter calcoaceticus,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter calcoaceticus/baumannii complex;Acinetobacter calcoaceticus,131567;2;1224;1236;2887326;468;469;909768;471,no rank;superkingdom;phylum;class;order;family;genus;species group;species
1177574.0,2,3913006,Prevotella jejuni,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella jejuni,131567;2;1783270;68336;976;200643;171549;171552;838;1177574,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
2024197.0,24,3903522,Bacteroides cutis,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides cutis,131567;2;1783270;68336;976;200643;171549;815;816;2024197,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
626929.0,27,3897457,Bacteroides clarus,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides clarus,131567;2;1783270;68336;976;200643;171549;815;816;626929,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
